

Name,Stage,Stimulus,RotateMode,RotateAxis,RotateDir,Control,Time,X,Z,VelX,VelZ,pitch,roll
test,x,Particle,Fixed,Roll,None,Controller,47.49985,-33.27213,-106.8095,0.238107,29.49744,31.25,152.03
test,x,Particle,Fixed,Roll,None,Controller,47.59985,-33.25642,-103.8587,0.105556,29.51455,31.29,151.96
test,x,Particle,Fixed,Roll,None,Controller,47.69984,-33.25287,-100.9059,-0.008919514,29.54428,31.3,151.91
test,x,Particle,Fixed,Roll,None,Controller,47.79984,-33.25973,-97.94717,-0.1057185,29.61696,31.3,151.91
test,x,Particle,Fixed,Roll,None,Controller,47.89984,-33.27512,-94.98138,-0.1835823,29.68481,31.3,151.8
test,x,Particle,Fixed,Roll,None,Controller,47.99984,-33.29717,-92.01077,-0.2432866,29.72833,31.3,151.7
test,x,Particle,Fixed,Roll,None,Controller,48.09984,-33.32434,-89.03402,-0.2886218,29.79302,31.3,151.59
test,x,Particle,Fixed,Roll,None,Controller,48.19984,-33.35519,-86.05107,-0.3199857,29.85322,31.3,151.53
test,x,Particle,Fixed,Roll,None,Controller,48.29984,-33.38839,-83.06236,-0.3384551,29.90914,31.37,151.41
test,x,Particle,Fixed,Roll,None,Controller,48.39983,-33.42272,-80.06829,-0.3449917,29.9612,31.32,151.35
test,x,Particle,Fixed,Roll,None,Controller,48.49983,-33.45703,-77.06924,-0.340486,30.00957,31.32,151.35
test,x,Particle,Fixed,Roll,None,Controller,48.59983,-33.49027,-74.06556,-0.325761,30.0544,31.36,151.33
test,x,Particle,Fixed,Roll,None,Controller,48.69983,-33.52147,-71.05759,-0.3015739,30.09628,31.37,151.27
test,x,Particle,Fixed,Roll,None,Controller,48.79983,-33.54976,-68.05071,-0.2700596,29.99711,31.35,151.19
test,x,Particle,Fixed,Roll,None,Controller,48.89983,-33.57467,-65.05534,-0.2346686,29.95322,31.34,151.21
test,x,Particle,Fixed,Roll,None,Controller,48.99982,-33.5961,-62.06825,-0.2013156,29.82693,31.37,151.18
test,x,Particle,Fixed,Roll,None,Controller,49.09982,-33.61461,-59.10109,-0.1752206,29.59786,31.36,151.07
test,x,Particle,Fixed,Roll,None,Controller,49.19982,-33.63115,-56.15406,-0.1608209,29.385,31.36,151.07
test,x,Particle,Fixed,Roll,None,Controller,49.29982,-33.64727,-53.21461,-0.1642558,29.42014,31.38,150.96
test,x,Particle,Fixed,Roll,None,Controller,49.39982,-33.66489,-50.26744,-0.1865159,29.50574,31.4,150.76
test,x,Particle,Fixed,Roll,None,Controller,49.49982,-33.6857,-47.31302,-0.2242722,29.56851,31.36,150.65
test,x,Particle,Fixed,Roll,None,Controller,49.59982,-33.71104,-44.35257,-0.2741573,29.62762,31.31,150.64
test,x,Particle,Fixed,Roll,None,Controller,49.69981,-33.74191,-41.38653,-0.3325759,29.68165,31.29,150.62
test,x,Particle,Fixed,Roll,None,Controller,49.79981,-33.78715,-37.82062,-0.4094053,29.73802,31.3,150.69
test,x,Particle,Fixed,Roll,None,Controller,49.89981,-33.82255,-35.44011,-0.4620577,29.76211,31.39,150.64
test,x,Particle,Fixed,Roll,None,Controller,49.99981,-33.87266,-32.46275,-0.5269872,29.78185,31.39,150.64
test,x,Particle,Fixed,Roll,None,Controller,50.09981,-33.929,-29.48533,-0.5869499,29.76941,31.4,150.62
test,x,Particle,Fixed,Roll,None,Controller,50.19981,-33.99097,-26.50864,-0.6407475,29.77408,31.4,150.62
test,x,Particle,Fixed,Roll,None,Controller,50.2998,-34.0578,-23.53086,-0.6853279,29.7799,31.48,150.66
test,x,Particle,Fixed,Roll,None,Controller,50.3998,-34.12848,-20.55136,-0.7193751,29.8014,31.5,150.64
test,x,Particle,Fixed,Roll,None,Controller,50.4998,-34.21664,-16.9737,-0.7430051,29.8275,31.55,150.64
test,x,Particle,Fixed,Roll,None,Controller,50.5998,-34.29132,-13.98876,-0.7472766,29.86068,31.54,150.76
test,x,Particle,Fixed,Roll,None,Controller,50.6998,-34.35065,-11.60631,-0.7371539,29.72409,31.57,150.93
test,x,Particle,Fixed,Roll,None,Controller,50.7998,-34.42345,-8.629918,-0.7209962,29.78958,31.59,151.06
test,x,Particle,Fixed,Roll,None,Controller,50.8998,-34.49412,-5.652451,-0.6968002,29.78983,31.63,151.11
test,x,Particle,Fixed,Roll,None,Controller,50.99979,-34.56216,-2.669881,-0.6690446,29.84964,31.63,151.11
test,x,Particle,Fixed,Roll,None,Controller,51.09979,-34.63987,0.9168749,-0.6316826,29.91743,31.68,151.24
test,x,Particle,Fixed,Roll,None,Controller,51.19979,-34.68908,3.312386,-0.6050133,29.95947,31.66,151.35
test,x,Particle,Fixed,Roll,None,Controller,51.29979,-34.74751,6.311316,-0.5703626,30.00869,31.64,151.7
test,x,Particle,Fixed,Roll,None,Controller,51.39979,-34.80242,9.314951,-0.5348483,30.05431,31.65,151.93
test,x,Particle,Fixed,Roll,None,Controller,51.49979,-34.86359,12.92504,-0.4919079,30.10453,31.59,152.15
test,x,Particle,Fixed,Roll,None,Controller,51.59978,-34.90153,15.33432,-0.4635895,30.11621,31.59,152.15
test,x,Particle,Fixed,Roll,None,Controller,51.69978,-34.94587,18.33952,-0.4306429,30.01638,31.55,152.33
test,x,Particle,Fixed,Roll,None,Controller,51.79978,-34.98728,21.31575,-0.4043936,29.62587,31.62,152.3
test,x,Particle,Fixed,Roll,None,Controller,51.89978,-35.0267,24.25006,-0.3889758,29.14195,31.83,152.93
test,x,Particle,Fixed,Roll,None,Controller,51.99978,-35.06545,27.13525,-0.389191,28.66708,35.19,153.46
test,x,Particle,Fixed,Roll,None,Controller,52.09978,-35.11385,30.53807,-0.4186832,28.15283,39.61,150.19
test,x,Particle,Fixed,Roll,None,Controller,52.19978,-35.14934,32.77541,-0.4609121,27.85812,42.53,146.34
test,x,Particle,Fixed,Roll,None,Controller,52.29977,-35.20006,35.54078,-0.5424648,27.51981,44.04,146
test,x,Particle,Fixed,Roll,None,Controller,52.39977,-35.26102,38.27389,-0.6594586,27.20989,44.04,146
test,x,Particle,Fixed,Roll,None,Controller,52.49977,-35.33598,40.97757,-0.8151163,26.92529,45.54,146.68
test,x,Particle,Fixed,Roll,None,Controller,52.59977,-35.42901,43.65446,-1.012429,26.66474,46.3,147.47
test,x,Particle,Fixed,Roll,None,Controller,52.69977,-35.5443,46.30595,-1.252373,26.41656,46.7,147.66
test,x,Particle,Fixed,Roll,None,Controller,52.79977,-35.68634,48.93367,-1.545458,26.21514,47.44,148
test,x,Particle,Fixed,Roll,None,Controller,52.89977,-35.86292,51.55162,-1.915425,26.13977,48.64,147.76
test,x,Particle,Fixed,Roll,None,Controller,52.99976,-36.07819,54.15733,-2.314654,25.99319,49.74,148.39
test,x,Particle,Fixed,Roll,None,Controller,53.09976,-36.33583,56.74689,-2.757238,25.82985,49.63,148.92
test,x,Particle,Fixed,Roll,None,Controller,53.19976,-36.64026,59.31902,-3.239764,25.64263,49.63,148.92
test,x,Particle,Fixed,Roll,None,Controller,53.29976,-36.9956,61.87158,-3.768143,25.44545,49.71,148.78
test,x,Particle,Fixed,Roll,None,Controller,53.39976,-37.40646,64.4036,-4.34179,25.23542,50.28,149.68
test,x,Particle,Fixed,Roll,None,Controller,53.49976,-37.87641,66.91204,-4.943456,24.98116,50.25,150.61
test,x,Particle,Fixed,Roll,None,Controller,53.59975,-38.40921,69.3942,-5.590931,24.71421,50.1,149.98
test,x,Particle,Fixed,Roll,None,Controller,53.69975,-39.0087,71.84765,-6.270486,24.41302,50.45,148.38
test,x,Particle,Fixed,Roll,None,Controller,53.79975,-39.67833,74.26936,-6.978787,24.07519,52.02,146.62
test,x,Particle,Fixed,Roll,None,Controller,53.89975,-40.4198,76.65423,-7.711462,23.69573,52.02,146.62
test,x,Particle,Fixed,Roll,None,Controller,53.99975,-41.2362,78.99901,-8.472488,23.28057,52.57,146.83
test,x,Particle,Fixed,Roll,None,Controller,54.09975,-42.13093,81.30059,-9.269465,22.83642,53.05,146.4
test,x,Particle,Fixed,Roll,None,Controller,54.19975,-43.10765,83.55607,-10.09984,22.35957,52.72,146.98
test,x,Particle,Fixed,Roll,None,Controller,54.29974,-44.16743,85.76036,-10.92578,21.82162,53.46,146.16
test,x,Particle,Fixed,Roll,None,Controller,54.39974,-45.3097,87.91,-11.71536,21.20666,54.87,145.08
test,x,Particle,Fixed,Roll,None,Controller,54.49974,-46.23339,90.00987,-0.3257265,20.53717,56.28,143.26
test,x,Particle,Fixed,Roll,None,Controller,54.59974,-46.24295,92.02509,-0.2947696,19.77929,56.28,143.26
test,x,Particle,Fixed,Roll,None,Controller,54.69974,-46.30316,93.95171,-0.6638871,18.89735,57.31,143.73
test,x,Particle,Fixed,Roll,None,Controller,54.79974,-46.4299,95.76524,-1.437803,17.84293,57.43,143.34
test,x,Particle,Fixed,Roll,None,Controller,54.89973,-46.51426,97.47369,0.07577032,16.56658,57.68,143.67
test,x,Particle,Fixed,Roll,None,Controller,54.99973,-46.5291,99.05515,-0.4702325,15.32442,57.88,144.11
test,x,Particle,Fixed,Roll,None,Controller,55.09973,-46.53072,100.5191,-0.1312097,14.1987,58.26,144.15
test,x,Particle,Fixed,Roll,None,Controller,55.19973,-46.53064,101.8718,-0.06834605,13.16138,58.72,143.56
test,x,Particle,Fixed,Roll,None,Controller,55.29973,-46.53068,103.108,-7.846951E-05,12.20233,59.25,143.27
test,x,Particle,Fixed,Roll,None,Controller,55.39973,-46.53088,104.2701,0.1873459,11.32837,59.74,142.73
test,x,Particle,Fixed,Roll,None,Controller,55.49973,-46.53223,105.3561,0.1742515,10.51991,59.74,142.73
test,x,Particle,Fixed,Roll,None,Controller,55.59972,-46.53212,106.3601,-0.1287211,9.775061,59.93,141.98
test,x,Particle,Fixed,Roll,None,Controller,55.69972,-46.53167,107.2944,-0.02023438,9.080316,60.44,141.37
test,x,Particle,Fixed,Roll,None,Controller,55.79972,-46.53179,108.1604,0.03392121,8.434901,60.62,141.11
test,x,Particle,Fixed,Roll,None,Controller,55.89972,-46.53208,108.9653,-0.005210131,7.843518,61.04,141.49
test,x,Particle,Fixed,Roll,None,Controller,55.99972,-46.5315,109.7075,-0.0814738,7.29612,61.23,141.31
test,x,Particle,Fixed,Roll,None,Controller,56.09972,-46.53063,110.3788,-0.2460536,6.782022,61.52,140.89
